,car_ID,turbo_aspiration,4doorcar,gas_car,front_engine_vehicle,CarName_alfa,CarName_audi,CarName_bmw,CarName_buick,CarName_chevrolet,CarName_dodge,CarName_honda,CarName_isuzu,CarName_jaguar,CarName_maxda,CarName_mazda,CarName_mercury,CarName_mitsubishi,CarName_nissan,CarName_peugeot,CarName_plymouth,CarName_porcshce,CarName_porsche,CarName_renault,CarName_saab,CarName_subaru,CarName_toyota,CarName_toyouta,CarName_vokswagen,CarName_volkswagen,CarName_volvo,CarName_vw,carbody_hardtop,carbody_hatchback,carbody_sedan,carbody_wagon,drivewheel_fwd,drivewheel_rwd,enginetype_dohcv,enginetype_l,enginetype_ohc,enginetype_ohcf,enginetype_ohcv,enginetype_rotor,cylindernumber_five,cylindernumber_four,cylindernumber_six,cylindernumber_three,cylindernumber_twelve,cylindernumber_two,fuelsystem_2bbl,fuelsystem_4bbl,fuelsystem_idi,fuelsystem_mfi,fuelsystem_mpfi,fuelsystem_spdi,fuelsystem_spfi,symboling,wheelbase,carlength,carwidth,carheight,curbweight,enginesize,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price
49,50,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,-0.1668292682926829,0.09456019341534165,0.26344375682562593,0.39101626016260366,-0.4937398373983773,0.5408976518004125,0.7512931431201104,0.15017421602787343,-0.23591173054587433,0.08484146341463406,0.6578455284552845,-0.051070184171229424,-0.3394308943089431,-0.3618741976893453,0.5641052934131446
50,51,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,-0.16491502524355056,-0.2231234073534785,-0.14231707317072897,0.031260162601623044,-0.2581713939715037,-0.13549930971007823,-0.21411149825784104,-0.05019744483158857,-0.07140853658536594,-0.15048780487804875,-0.051070184171229424,0.13279132791327916,0.006546854942233662,-0.20062833450999717
51,52,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,-0.16491502524355056,-0.2231234073534785,-0.14231707317072897,0.031260162601623044,-0.2542924180211546,-0.13549930971007823,-0.21411149825784104,-0.05019744483158857,-0.07140853658536594,-0.15048780487804875,-0.051070184171229424,0.16056910569105692,0.19075738125802313,-0.17828584903261274
52,53,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,-0.16491502524355056,-0.2231234073534785,-0.14231707317072897,0.031260162601623044,-0.25235293004598003,-0.13549930971007823,-0.21411149825784104,-0.05019744483158857,-0.07140853658536594,-0.15048780487804875,-0.051070184171229424,0.16056910569105692,0.19075738125802313,-0.1609083603279804
53,54,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,-0.16491502524355056,-0.10819803421914986,-0.14231707317072897,0.031260162601623044,-0.2368370262445836,-0.13549930971007823,-0.21411149825784104,-0.05019744483158857,-0.07140853658536594,-0.15048780487804875,-0.051070184171229424,0.16056910569105692,0.19075738125802313,-0.16339085871435644
54,55,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,-0.16491502524355056,-0.10819803421914986,-0.14231707317072897,0.031260162601623044,-0.23489753826940904,-0.13549930971007823,-0.17839721254355512,-0.05019744483158857,-0.07140853658536594,-0.15048780487804875,-0.051070184171229424,0.16056910569105692,0.19075738125802313,-0.14601337000972409
55,56,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.4331707317073171,-0.10077508355258841,-0.07536221332362765,-0.017317073170728985,-0.34373983739837694,-0.06810157240439742,-0.21474459272894617,0.0001742160278734544,-0.0001974448315885827,-0.04640853658536592,-0.012987804878048752,0.357093081134893,-0.22831978319783197,-0.20397946084724003,-0.05788467729337436
56,57,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.4331707317073171,-0.10077508355258841,-0.07536221332362765,-0.017317073170728985,-0.34373983739837694,-0.06810157240439742,-0.21474459272894617,0.0001742160278734544,-0.0001974448315885827,-0.04640853658536592,-0.012987804878048752,0.357093081134893,-0.22831978319783197,-0.20397946084724003,-0.03554219181598992
57,58,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0.4331707317073171,-0.10077508355258841,-0.07536221332362765,-0.017317073170728985,-0.34373983739837694,-0.06616208442922286,-0.21474459272894617,0.0001742160278734544,-0.0001974448315885827,-0.04640853658536592,-0.012987804878048752,0.357093081134893,-0.22831978319783197,-0.20397946084724003,0.009142779138778959
58,59,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.4331707317073171,-0.10077508355258841,-0.07536221332362765,-0.017317073170728985,-0.34373983739837694,-0.021553861000208115,-0.17700874367234237,0.0001742160278734544,-0.0001974448315885827,-0.04640853658536592,0.12867886178861793,0.357093081134893,-0.25609756097560976,-0.20397946084724003,0.058792746866299934
59,60,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,0.0012657327739421778,0.05598107025846207,0.04934959349593745,-0.0020731707317101686,-0.06616208442922286,-0.01851817763460653,0.04303135888501635,0.06408826945412581,-0.09640853658536597,-0.08382113821138208,-0.1327028372324539,0.021680216802168042,0.03286264441591787,-0.11001714340727138
60,61,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.1668292682926829,0.0012657327739421778,0.05598107025846207,0.04934959349593745,0.1479268292682896,-0.05646464455335009,-0.01851817763460653,0.04303135888501635,0.06408826945412581,-0.09640853658536597,-0.08382113821138208,-0.1327028372324539,0.021680216802168042,0.03286264441591787,-0.11870588775958756
61,62,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,0.0012657327739421778,0.05598107025846207,0.04934959349593745,-0.0020731707317101686,-0.06616208442922286,-0.01851817763460653,0.04303135888501635,0.06408826945412581,-0.09640853658536597,-0.08382113821138208,-0.1327028372324539,0.021680216802168042,0.03286264441591787,-0.06657342164569054
62,63,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.1668292682926829,0.0012657327739421778,0.05598107025846207,0.04934959349593745,0.1479268292682896,-0.05646464455335009,-0.01851817763460653,0.04303135888501635,0.06408826945412581,-0.09640853658536597,-0.08382113821138208,-0.1327028372324539,0.021680216802168042,0.03286264441591787,-0.0752621659980067
63,64,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.1668292682926829,0.0012657327739421778,0.05598107025846207,0.04934959349593745,0.1479268292682896,-0.04366402391719803,-0.01851817763460653,0.04303135888501635,0.06408826945412581,0.784841463414634,-0.1671544715447154,-0.1939273270283723,0.2994579945799458,0.29602053915276,-0.06160842487293843
64,65,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.1668292682926829,0.0012657327739421778,0.05598107025846207,0.04934959349593745,0.1479268292682896,-0.05064618062782643,-0.01851817763460653,0.04303135888501635,0.06408826945412581,-0.09640853658536597,-0.08382113821138208,-0.1327028372324539,0.021680216802168042,0.03286264441591787,-0.050437182134246215
65,66,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.1668292682926829,0.17910829837161002,0.0141900254823425,0.01601626016260364,0.05626016260162281,0.04438873015572672,0.04940635066728026,0.3073170731707304,-0.0454355400696837,-0.13390853658536594,0.06617886178861791,-0.051070184171229424,-0.1727642276422764,-0.09871630295250318,0.12420657934730882
66,67,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,-0.1668292682926829,0.17910829837161002,0.0141900254823425,0.01601626016260364,0.05626016260162281,0.05602565800677404,0.026764841233317998,0.07160278745644495,0.18313588850174486,0.741091463414634,-0.13382113821138208,-0.37760079641612737,0.16056910569105692,0.21707317073170734,0.1257953783145895
67,68,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.3668292682926829,0.3277963450188401,0.25150345831816345,0.36601626016260386,0.23126016260162294,0.3721621979602263,0.2116705016106765,0.17874564459930203,0.18313588850174486,0.709841463414634,0.07867886178861791,-0.316376306620209,-0.08943089430894308,-0.1513478818998716,0.3047338620045751
68,69,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.3668292682926829,0.3277963450188401,0.25150345831816345,0.36601626016260386,0.4145934959349565,0.46331813279343037,0.2116705016106765,0.17874564459930203,0.18313588850174486,0.709841463414634,0.07867886178861791,-0.316376306620209,-0.08943089430894308,-0.1513478818998716,0.3716620185012734
69,70,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.1668292682926829,0.23158643248239708,0.20075718966144698,0.36601626016260386,0.09792682926828948,0.3644042460595281,0.2116705016106765,0.17874564459930203,0.18313588850174486,0.709841463414634,0.07867886178861791,-0.316376306620209,-0.08943089430894308,-0.1513478818998716,0.3698746196630826
70,71,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.3668292682926829,0.49106165114128886,0.4261303239898051,0.482682926829271,0.21459349593495602,0.4710760846941286,0.2116705016106765,0.17874564459930203,0.18313588850174486,0.709841463414634,0.07867886178861791,-0.316376306620209,-0.08943089430894308,-0.1513478818998716,0.4548753644125985
71,72,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.3668292682926829,0.49106165114128886,0.4261303239898051,0.482682926829271,0.23126016260162294,0.45943915684308123,0.4041233317993557,0.09303135888501624,-0.0740069686411123,-0.1151585365853659,0.21201219512195124,-0.15311100049776002,-0.25609756097560976,-0.3355584082156611,0.5190231227165556
72,73,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4331707317073171,-0.06287420891701999,0.09329450309428297,0.3826829268292708,-0.24373983739837732,0.4381047891161612,0.4041233317993557,0.09303135888501624,-0.0740069686411123,-0.1151585365853659,0.21201219512195124,-0.15311100049776002,-0.25609756097560976,-0.3355584082156611,0.5406705086457548
73,74,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.1668292682926829,0.645580601578607,0.5082198762286111,0.482682926829271,0.24792682926828982,0.521502772048667,0.6833686148182236,0.335888501742159,0.045040650406506746,-0.13390853658536594,0.3328455284552846,-0.25515181682429067,-0.3116531165311653,-0.3881899871630295,0.6872372133773967
74,75,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.03317073170731708,0.38610538291971475,0.3753840553330886,0.5076829268292707,0.13959349593495615,0.4497417169672085,0.6682742751955821,0.335888501742159,0.045040650406506746,-0.13390853658536594,0.3328455284552846,-0.25515181682429067,-0.3116531165311653,-0.3881899871630295,0.7974601417324932
75,76,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.03317073170731708,0.11496835668064785,0.064936294139059,0.17434959349593745,0.08959349593495602,0.1374841529641053,0.04940635066728026,0.3216027874564447,-0.06448315911730276,-0.13390853658536594,0.29534552845528456,-0.051070184171229424,-0.1727642276422764,-0.17766367137355582,0.08009258302140644
76,77,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.2331707317073171,-0.14742231387328794,-0.24998907899526926,-0.1256504065040621,-0.24373983739837732,-0.2473102613105262,-0.13172572480441785,-0.25696864111498363,-0.012102206736350445,-0.04640853658536592,-0.15048780487804875,0.1530114484818318,0.3272357723577236,0.26970474967907576,-0.19581228764042763
77,78,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.2331707317073171,-0.14742231387328794,-0.24998907899526926,-0.1256504065040621,-0.24373983739837732,-0.23722492383961852,-0.13172572480441785,-0.25696864111498363,-0.012102206736350445,-0.04640853658536592,-0.15048780487804875,0.1530114484818318,0.16056910569105692,0.19075738125802313,-0.17595230054941924
78,79,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.2331707317073171,-0.14742231387328794,-0.24998907899526926,-0.1256504065040621,-0.24373983739837732,-0.21395106813752388,-0.13172572480441785,-0.25696864111498363,-0.012102206736350445,-0.04640853658536592,-0.15048780487804875,0.1530114484818318,0.16056910569105692,0.19075738125802313,-0.16403630829481422
79,80,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.03317073170731708,-0.16783047713859411,-0.24998907899526926,-0.1756504065040628,-0.24373983739837732,-0.15925750723760146,-0.10908421537045558,-0.21411149825784104,0.06408826945412581,-0.15890853658536597,-0.008821138211382085,0.1530114484818318,-0.03387533875338752,-0.01976893453145055,-0.1387148247537785
80,81,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.4331707317073171,-0.07162056460215109,-0.015660720786314218,-0.04231707317072875,-0.3604065040650439,-0.07198054835474652,-0.06380119650253106,-0.11411149825784093,0.09742160278745907,-0.16515853658536594,0.04951219512195125,0.1530114484818318,-0.06165311653116529,-0.01976893453145055,-0.0823621113830422
81,82,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.4331707317073171,-0.07162056460215109,-0.015660720786314218,-0.04231707317072875,-0.3604065040650439,-0.08827224734621276,-0.01851817763460653,0.014459930313587754,0.09742160278745907,-0.10265853658536594,-0.06715447154471542,-0.051070184171229424,-0.006097560975609737,0.03286264441591787,-0.11860658782413251
82,83,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.4331707317073171,-0.08328237218232577,-0.012675646159448715,0.03268292682927054,-0.29373983739837684,0.10761603814641717,0.1097837091578463,0.17874564459930203,0.2878977932636495,-0.19640853658536594,0.17034552845528458,-0.051070184171229424,-0.1727642276422764,-0.17766367137355582,-0.016079404466801697
83,84,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.4331707317073171,-0.08328237218232577,-0.012675646159448715,0.03268292682927054,-0.29373983739837684,0.14175102650948931,0.1097837091578463,0.18588850174215904,0.2878977932636495,-0.19640853658536594,0.17034552845528458,-0.051070184171229424,-0.1727642276422764,-0.17766367137355582,0.0395285593880218
84,85,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.4331707317073171,-0.08328237218232577,-0.012675646159448715,0.03268292682927054,-0.29373983739837684,0.14369051448466388,0.1097837091578463,0.18588850174215904,0.2878977932636495,-0.19640853658536594,0.17034552845528458,-0.051070184171229424,-0.1727642276422764,-0.17766367137355582,0.03009506551979281
85,86,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,-0.07162056460215109,-0.02461594466691115,-0.04231707317072875,-0.17707317073171028,-0.07392003632992107,-0.01851817763460653,0.014459930313587754,0.09742160278745907,-0.10265853658536594,-0.06715447154471542,-0.051070184171229424,-0.006097560975609737,0.03286264441591787,-0.15609231345841085
86,87,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,-0.07162056460215109,-0.02461594466691115,-0.04231707317072875,-0.17707317073171028,-0.05840413252852464,-0.01851817763460653,0.014459930313587754,0.09742160278745907,-0.10265853658536594,-0.06715447154471542,-0.051070184171229424,-0.006097560975609737,0.03286264441591787,-0.12630233282189826
87,88,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.03317073170731708,-0.07162056460215109,-0.02461594466691115,-0.04231707317072875,-0.17707317073171028,-0.05917992771859446,-0.06380119650253106,-0.11411149825784093,0.09742160278745907,-0.16515853658536594,0.04951219512195125,0.1530114484818318,-0.06165311653116529,-0.01976893453145055,-0.09924310041039934
88,89,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.3668292682926829,-0.07162056460215109,-0.02461594466691115,-0.04231707317072875,-0.17707317073171028,-0.05917992771859446,-0.06380119650253106,-0.11411149825784093,0.09742160278745907,-0.16515853658536594,0.04951219512195125,0.1530114484818318,-0.06165311653116529,-0.01976893453145055,-0.09924310041039934
89,90,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,-0.12409869871293816,-0.1305860939206424,-0.1756504065040628,0.06459349593495627,-0.2585592915665386,-0.11285780027611597,-0.12839721254355524,0.01646922183507815,-0.04640853658536592,-0.1463211382113821,0.030562468889995066,0.16056910569105692,0.16444159178433893,-0.19308153941541398
90,91,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.03317073170731708,-0.12409869871293816,-0.1305860939206424,-0.1756504065040628,0.06459349593495627,-0.20890839940207004,-0.0902162908421537,-0.2426829268292693,0.10218350754936394,0.734841463414634,-0.20465447154471542,-0.1327028372324539,0.5494579945799458,0.5065468549422336,-0.1533615652333972
91,92,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,-0.12409869871293816,-0.1305860939206424,-0.1756504065040628,0.06459349593495627,-0.2473102613105262,-0.11285780027611597,-0.12839721254355524,0.01646922183507815,-0.04640853658536592,-0.1463211382113821,0.030562468889995066,0.16056910569105692,0.16444159178433893,-0.1645328079720894
92,93,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,-0.12409869871293816,-0.1305860939206424,-0.1756504065040628,0.06459349593495627,-0.23955230940982797,-0.11285780027611597,-0.12839721254355524,0.01646922183507815,-0.04640853658536592,-0.1463211382113821,0.030562468889995066,0.16056910569105692,0.16444159178433893,-0.15956781119933733
93,94,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,-0.12409869871293816,-0.05745176556243379,-0.1756504065040628,-0.018739837398377073,-0.20619311623682565,-0.11285780027611597,-0.12839721254355524,0.01646922183507815,-0.04640853658536592,-0.1463211382113821,0.030562468889995066,0.16056910569105692,0.16444159178433893,-0.14715531926745706
94,95,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,-0.12409869871293816,-0.1305860939206424,-0.1756504065040628,0.06459349593495627,-0.23450964067437413,-0.11285780027611597,-0.12839721254355524,0.01646922183507815,-0.04640853658536592,-0.1463211382113821,0.030562468889995066,0.16056910569105692,0.16444159178433893,-0.1483965684606451
95,96,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,-0.12409869871293816,-0.12610848198034416,-0.1756504065040628,-0.035406504065043976,-0.20464152585668602,-0.11285780027611597,-0.12839721254355524,0.01646922183507815,-0.04640853658536592,-0.1463211382113821,0.030562468889995066,0.16056910569105692,0.16444159178433893,-0.13598407652876485
96,97,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,-0.12409869871293816,-0.1305860939206424,-0.1756504065040628,0.06459349593495627,-0.2267516887736759,-0.11285780027611597,-0.12839721254355524,0.01646922183507815,-0.04640853658536592,-0.1463211382113821,0.030562468889995066,0.16056910569105692,0.16444159178433893,-0.143431571687893
97,98,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.03317073170731708,-0.12409869871293816,-0.05745176556243379,-0.1756504065040628,-0.018739837398377073,-0.20115044750137182,-0.11285780027611597,-0.12839721254355524,0.01646922183507815,-0.04640853658536592,-0.1463211382113821,0.030562468889995066,0.16056910569105692,0.16444159178433893,-0.13101907975601276
98,99,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.2331707317073171,-0.10660598734267594,-0.17386967601019473,-0.1756504065040628,-0.035406504065043976,-0.21239947775738421,-0.11285780027611597,-0.12839721254355524,0.01646922183507815,-0.04640853658536592,-0.1463211382113821,0.030562468889995066,0.16056910569105692,0.16444159178433893,-0.12481283379007263
99,100,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.1668292682926829,-0.04538149754675735,-0.009690571532582789,-0.05898373983739565,0.08126016260162316,-0.08982383772635241,-0.026065347445927287,0.0001742160278734544,0.10218350754936394,-0.10265853658536594,-0.029654471544715417,0.030562468889995066,0.04945799457994582,0.0854942233632863,-0.1074353450854403
